food_original,current_tbca_name,current_tbca_code,occurrence_count,profiles,review_status,candidate_1,candidate_1_code,candidate_1_score,candidate_2,candidate_2_code,candidate_2_score,candidate_3,candidate_3_code,candidate_3_score,candidate_4,candidate_4_code,candidate_4_score,candidate_5,candidate_5_code,candidate_5_score
"Arroz, integral, cozido, c/ óleo, cebolha e alho, c/ sal","Arroz, integral, cozido, c/ óleo, cebola e alho, s/ sal",BRC0210A,391,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Arroz, integral, cozido, c/ óleo, cebola e alho, c/ sal, Brasil",BRC0211A,0.89382,"Arroz selvagem, cozido, c/ óleo, cebola e alho, c/ sal",BRC0995A,0.73966,"Arroz selvagem, cozido, c/ óleo, cebola e alho, s/ sal",BRC0996A,0.73966,"Arroz polido, cozido, c/ óleo de soja, cebola e alho, c/ sal, Brasil",BRC0209A,0.68785,"Arroz, polido, cozido, c/ óleo de soja, cebola e alho, s/ sal, Brasil",BRC0208A,0.68785
"Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal","Feijão, carioca, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, s/ sal, Brasil",BRC0090T,276,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Feijão carioca, cozido (50% grão e 50% caldo), c/ óleo de soja, cebola e alho, c/ sal, Brasil",BRC0091T,0.94151,"Feijão, preto, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, s/ sal",BRC0107T,0.88952,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, c/ sal",BRC0100T,0.88602,"Feijão, fradinho, cozido (50% grão e 50% caldo), c/ óleo, cebola e alho, s/ sal",BRC0099T,0.88602,"Feijão, preto, cozido (50% grão e 50% caldo), c/ óleo e cebola e alho, c/ sal",BRC0108T,0.88135
"Tomate, in natura","Pitaia,in natura",BRC0225C,262,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Tomate, cru, Brasil",BRC0035B,1.0,"Tomate recheado, c/ sal",BRC0845B,0.414,"Tomate recheado, s/ sal",BRC0846B,0.414,"Bruschetta, c/ tomate, c/ sal",BRC0735A,0.39444,"Bruschetta, c/ tomate, s/ sal",BRC0736A,0.39444
"Suco, laranja, s/ açúcar","Suco, laranjada, c/ açúcar",BRC0108C,255,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Suco, laranja, Baía, s/ açúcar",BRC0040C,0.82355,"Suco, laranja, Lima, s/ açúcar",BRC0041C,0.82355,"Suco, laranja, Valência, s/ açúcar",BRC0043C,0.78218,"Suco, laranja, s/ açúcar (média diferentes variedades)",BRC0038C,0.76403,"Suco, néctar, laranja, c/ suco de maçã, c/ açúcar, Brasil",BRC0249C,0.65
"Iogurte, natural, desnatado","Iogurte, natural, desnatado, Brasil",BRC0023G,249,regular|vegetarian,PENDING_MANUAL_REVIEW,"Iogurte, natural (média de diferentes amostras), Brasil",BRC0020G,0.7125,"Iogurte, natural, Brasil",BRC0021G,0.7125,"Iogurte, natural, desnatado, c/ aveia, flocos",BRC0112G,0.70651,"Iogurte, natural, c/ aveia, flocos",BRC0110G,0.55358,"Iogurte, grego, integral, natural (dado importado)",BRC0133G,0.47429
"Pão francês, trigo, branco, de padaria (médias de diferentes amostras)","Queijo, prato, Brasil (média de diferentes amostras)",BRC0064G,238,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Pão francês (cacetinho, de sal, média), de padaria, c/ farinha de trigo refinada, Brasil  (médias de diferentes amostras)",BRC0002A,0.5125,"Pão francês, c/ geleia",BRC1158A,0.48,"Pão francês, c/ requeijão",BRC0469A,0.46132,"Pão francês, c/ tucumã",BRC0882A,0.458,"Pão, c/ farinha de trigo, vegano, caseiro",BRC1074A,0.45625
"Bebida, café, infusão 10%, s/ açúcar","Bebida, café, infusão 10%, c/ açúcar",BRC0042H,237,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Bebida, café, infusão 10%, s/ açúcar, Brasil",BRC0007H,1.0,"Bebida, café, infusão 10%, s/ açúcar, c/ farinha de mandioca",BRC0159H,0.74676,"Bebida, café, infusão 6% - suave, c/ açúcar",BRC0061H,0.72857,"Bebida, café, infusão 6% - suave, s/ açúcar, Brasil",BRC0060H,0.72857,"Bebida, café, infusão 8% - médio, c/ açúcar",BRC0063H,0.72857
"Aveia, crua (média de diferentes tipos)","Aveia, crua, Brasil (média de diferentes tipos)",BRC0021A,226,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Aveia, fibras, Brasil",BRC0023A,0.54853,"Mingau, de aveia",BRC0053G,0.54853,"Aveia, farinha, crua, Brasil",BRC0022A,0.53056,"Aveia, flocos, finos, Brasil",BRC0024A,0.38913,"Aveia, flocos, finos, Brasil",BRC0026A,0.38913
"Alface, crua","Alface, crua, Brasil",BRC0009B,222,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Alface, lisa, crua, Brasil",BRC0061B,0.61324,"Alface, roxa, crua, Brasil",BRC0062B,0.61324,"Alface, crespa, crua, brasil",BRC0060B,0.57237,"Alface, americana, crua, Brasil",BRC0063B,0.525,"Salada, alface lisa, s/ óleo, s/ sal",BRC0589B,0.29
"Banana, in natura","Banana, Figo,in natura, Brasil",BRC0093C,215,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Banana, maçã,in natura, Brasil",BRC0009C,0.61324,"Banana, ouro,in natura, Brasil",BRC0010C,0.61324,"Cuca, banana",BRC0770A,0.61324,"Banana, da terra,in natura, Brasil",BRC0008C,0.59167,"Banana, prata,in natura, Brasil",BRC0011C,0.59167
"Leite, vaca, desnatado, fluído (média de diferentes amostras)","Leite, vaca, desnatado, fluído (média de diferentes amostras), Brasil",BRC0036G,215,regular|vegetarian,PENDING_MANUAL_REVIEW,"Leite, cabra, desnatado, fluído, Brasil",BRC0029G,0.77,"Leite, vaca, desnatado, em pó, Brasil",BRC0038G,0.754,"Leite, vaca, desnatado, UHT, Brasil",BRC0070G,0.74451,"Leite, vaca, desnatado, c/chocolate, Brasil",BRC0037G,0.69456,"Leite, vaca, c/ chocolate, fluido, Brasil",BRC0033G,0.67741
"Maçã, c/ casca, in natura","Maçã, Fuji, c/ casca,in natura, Brasil",BRC0064C,194,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Maçã, Argentina, c/ casca,in natura, Brasil",BRC0063C,0.66667,"Maçã, c/ casca,in natura, Brasil (média diferentes variedades)",BRC0023C,0.65484,"Mangaba, c/ casca,in natura, Brasil",BRC0288C,0.58043,"Caqui,  c/ casca,in natura, Brasil",BRC0012C,0.56905,"Ameixa, c/ casca,in natura, Brasil",BRC0005C,0.55
"Brócolos, flor, cozido, drenado, s/ óleo, c/ sal","Brócolis, flor, cozido, drenado, s/ óleo, c/ sal",BRC0150B,191,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Brócolis, flor, cozido, drenado, s/ óleo, s/ sal, Brasil",BRC0045B,0.85656,"Agrião, cozido, drenado, s/ óleo, c/ sal",BRC0914B,0.68401,"Agrião, cozido, drenado, s/ óleo, s/ sal, Brasil",BRC0162B,0.68401,"Caruru, cozido, drenado, s/ óleo, c/ sal",BRC0246B,0.68401,"Caruru, cozido, drenado, s/ óleo, s/ sal, Brasil",BRC0245B,0.68401
"Castanha do Brasil, crua","Castanha do Brasil, crua, Brasil",BRC0003U,185,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Castanha do Brasil, caramelizada",BRC0020U,0.52845,"Castanha de caju, crua, s/ sal, Brasil",BRC0012U,0.502,"Chocolate, ao leite, com castanha do Brasil, Brasil",BRC0052K,0.425,"Farofa de castanha de caju, c/ sal",BRC1039B,0.3875,"Caju, castanha, torrada, c/ sal, Brasil",BRC0002U,0.37917
"Pão, trigo, integral, forma (média de diferentes marcas)","Trigo, farinha integral, crua , Brasil (média de diferentes amostras)",BRC0132A,184,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Pão, trigo, integral",BRC0149A,0.67408,"Pão, integral, c/ farinha de trigo refinada, forma (média de diferentes marcas), Brasil",BRC0155A,0.66953,"Pão, trigo, integral, c/ chia, c/ macadâmia",BRC1089A,0.62254,"Pão, trigo, integral, c/ quinoa, c/ castanha do Brasil",BRC1088A,0.61593,"Pão, integral, c/ fibras, forma, Brasil",BRC0153A,0.57857
"Azeite, oliva","Azeite, oliva, frito",BRC0044D,181,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Azeite, oliva, Brasil",BRC0002D,1.0,"Azeite, oliva, assado",BRC0049D,0.72581,"Azeite, oliva, cozido",BRC0039D,0.72581,"Salada, atum, c/ azeite de oliva, c/ sal",BRC0383B,0.51,"Salada, atum, c/ azeite de oliva, s/ sal",BRC0436B,0.51
"Mamão, Papaia, polpa, in natura","Mamão, Papaia, polpa,in natura, Brasil",BRC0044C,176,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Mamão, Formosa, polpa,in natura, Brasil",BRC0045C,0.61149,"Mamão, polpa,in natura, Brasil (média diferentes variedades)",BRC0024C,0.5275,"Abacaxi, polpa,in natura, Brasil",BRC0002C,0.46734,"Açaí, polpa (média de amostras), Brasil",BRC0003C,0.46607,"Açaí, polpa, Brasil",BRC0185C,0.46607
"Cuscuz de milho, cozido, c/ sal","Cuscuz de milho, cozido, c/ manteiga, c/ sal",BRC1147A,170,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Cuscuz de milho, cozido, c/ leite de coco, c/ açúcar",BRC0860A,0.57786,"Cuscuz de milho, cozido, c/ leite integral, c/ açúcar",BRC0859A,0.57098,"Pinhão, cozido, s/ sal, Brasil",BRC0007U,0.565,"Milho, polenta/fubá, cozido, c/ sal",BRC0143A,0.56346,"Farinha de milho, cuscuz, cozido no vapor, c/ sal, Brasil",BRC0409A,0.55397
"Arroz, polido, cozido, c/ óleo, cebola e alho, c/ sal","Arroz selvagem, cozido, c/ óleo, cebola e alho, c/ sal",BRC0995A,162,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Arroz polido, cozido, c/ óleo de soja, cebola e alho, c/ sal, Brasil",BRC0209A,0.9191,"Arroz, polido, cozido, c/ óleo de soja, cebola e alho, s/ sal, Brasil",BRC0208A,0.9191,"Arroz selvagem, cozido, c/ óleo, cebola e alho, s/ sal",BRC0996A,0.82326,"Arroz, integral, cozido, c/ óleo, cebola e alho, c/ sal, Brasil",BRC0211A,0.82326,"Arroz, integral, cozido, c/ óleo, cebola e alho, s/ sal",BRC0210A,0.82326
"Pera, in natura","Pitaia,in natura",BRC0225C,147,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Laranja, Pera,in natura, Brasil",BRC0020C,0.5,"Pera, ´Park´,  c/ casca,in natura, Brasil",BRC0052C,0.38158,"Pera, ´Williams´, c/ casca,in natura, Brasil",BRC0053C,0.3413,"Pera, c/ casca,in natura, Brasil (média diferentes variedades)",BRC0030C,0.326,"Pera, cozida, caramelada",BRC0193C,0.31923
"Queijo, minas, frescal, light","Queijo, minas, frescal, light, Brasil",BRC0037N,139,regular|vegetarian,PENDING_MANUAL_REVIEW,"Queijo, Minas, frescal, Brasil",BRC0052G,0.81576,"Queijo, minas, padrão, light, Brasil",BRC0039N,0.72294,"Queijo, minas, tipo parmesão, Brasil",BRC0060G,0.57787,"Queijo, minas, padrão (média de diferentes amostras), Brasil",BRC0056G,0.54667,"Queijo, minas, padrão, Brasil",BRC0058G,0.54667
"Biscoito, arroz","Biscoito, palmier, caseiro",BRC0946A,127,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Óleo, arroz, Brasil",BRC0022D,0.51667,"Biscoito, farinha de arroz (dado importado)",BRC0836A,0.48196,"Biscoito, doce, Maria, Brasil",BRC0028A,0.47917,"Biscoito Sembei, caseiro",BRC1019A,0.46926,"Biscoito, salgado, água, Brasil",BRC0056A,0.45821
"Melão, polpa, in natura","Melão, polpa,in natura, Brasil",BRC0028C,125,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Melancia, polpa,in natura, Brasil",BRC0027C,0.59,"Açaí, polpa (média de amostras), Brasil",BRC0003C,0.51667,"Açaí, polpa, Brasil",BRC0185C,0.51667,"Pitomba, polpa, crua, Brasil",BRC0287C,0.51667,"Cacau, polpa,in natura, Brasil",BRC0071C,0.5
"Ovo, galinha, mexido, c/ margarina, c/ sal","Ovo, galinha, mexido, c/ margarina, c/ sal, Brasil",BRC0027J,120,regular|vegetarian,PENDING_MANUAL_REVIEW,"Ovo, galinha, mexido, c/ margarina, s/ sal, Brasil",BRC0092L,1.0,"Ovo, galinha, mexido, s/ óleo, s/ sal, Brasil",BRC0065J,0.72881,"Ovo, galinha, mexido, c/ espinafre, c/ óleo de soja, c/ sal, Brasil",BRC0066J,0.61149,"Ovo, galinha, mexido, c/ salsa (salsinha), s/ óleo, c/ sal, Brasil",BRC0064J,0.59662,"Ovo, galinha, mexido, c/ salsa (salsinha), s/ óleo, s/ sal, Brasil",BRC0063J,0.59662
"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo, cebola e alho, c/ sal","Soja, proteína, texturizada, hidratada (c/ caldo de legumes), refogada, c/ óleo de soja, cebola e alho, c/ sal, Brasil",BRC0169T,112,vegan|vegetarian,PENDING_MANUAL_REVIEW,"Soja, proteína, texturizada, hidratada (c/ caldo de legumes), s/ sal",BRC0170T,0.69757,"Molho de tomate, c/ proteína texturizada de soja, c/ óleo, cebola e alho, c/ sal",BRC0812B,0.63672,"Linguiça, calabresa, refogada (c/ óleo, cebola e alho), c/ sal",BRC0897F,0.55393,"Beterraba, refogada (c/ óleo, cebola e alho), c/ sal",BRC0327B,0.55032,"Beterraba, refogada (c/ óleo, cebola e alho), s/ sal",BRC0326B,0.55032
"Castanha de caju, crua, s/ sal","Castanha de caju, crua, s/ sal, Brasil",BRC0012U,103,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Farofa de castanha de caju, c/ sal",BRC1039B,0.7936,"Caju, castanha, torrada, c/ sal, Brasil",BRC0002U,0.70417,"Farofa de castanha de caju, c/ açúcar",BRC1038B,0.555,"Castanha de caju, torrada, caramelizada",BRC0019U,0.5251,"Castanha do Brasil, crua, Brasil",BRC0003U,0.502
"Macarrão, trigo, cozido, drenado, s/ óleo, c/ sal","Macarrão, trigo, integral, cozido, drenado, s/ óleo, c/ sal",BRC0835A,103,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Macarrão, trigo, s/ ovos, cozido, drenado, s/ sal, Brasil",BRC0195A,0.79906,"Macarrão, farinha de trigo refinada, cozido, drenado, s/ óleo, c/ sal, Brasil",BRC0834A,0.78696,"Macarrão, trigo, integral, cozido, drenado, s/ sal, Brasil",BRC0229A,0.77518,"Macarrão, farinha de trigo refinada, seco, cozido, drenado, s/ óleo, s/ sal, Brasil (média de diferentes amostras)",BRC0116A,0.72653,"Macarrão, farinha de trigo refinado , c/ ovos, cozido, drenado, s/ óleo, s/ sal, Brasil",BRC0194A,0.72653
"Linhaça, semente","Linhaça, semente, Brasil",BRC0006U,101,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Gergelim, semente, crua, Brasil",BRC0016U,0.50484,"Linhaça, farinha (média de diferentes tipos), Brasil",BRC0037U,0.48,"Araçá, polpa, com casca, sem semente,in natura, Brasil",BRC0228C,0.42,"Orelha-de-padre, semente, seca, cru",BRC0112T,0.42,"Linhaça marrom, farinha, Brasil",BRC0038U,0.4098
"Noz, crua","Noz, crua, Brasil",BRC0009U,101,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Noz, pecan, torrada, s/ sal",BRC0022U,0.25,"Noz moscada, em pó (dado importado)",BRC0823B,0.19313,"Alho, cru, Brasil",BRC0010B,0.15714,"Agrião, cru, Brasil",BRC0008B,0.12222,"Salada, espinafre refogado, tomate, queijo minas, noz, s/ óleo, s/ sal",BRC0607B,0.1041
"Pão, sírio, branco","Pão, trigo, integral",BRC0149A,99,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Repolho, branco, cru, Brasil",BRC0033B,0.47917,"Feijão, branco, cru, Brasil",BRC0027T,0.45388,"Pão, milho, forma",BRC0146A,0.40935,"Bolo, trigo, branco, simples",BRC1145A,0.39695,"Sopa, repolho, branco, c/ sal",BRC0258B,0.38526
"Chia, semente, seca","Chia, semente, seca (dado importado)",BRC0402A,98,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Orelha-de-padre, semente, seca, cru",BRC0112T,0.57286,"Carne, seca, crua, Brasil",BRC0655F,0.47917,"Linhaça, semente, Brasil",BRC0006U,0.45625,"Gergelim, semente, crua, Brasil",BRC0016U,0.4125,"Cominho, semente, cru (dado importado)",BRC1094B,0.35585
"Abacate, polpa, in natura","Abacate, polpa,in natura, Brasil",BRC0001C,97,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Abacaxi, polpa,in natura, Brasil",BRC0002C,0.61538,"Açaí, polpa (média de amostras), Brasil",BRC0003C,0.58043,"Açaí, polpa, Brasil",BRC0185C,0.58043,"Cacau, polpa,in natura, Brasil",BRC0071C,0.5625,"Bacuri, polpa,in natura, Brasil",BRC0232C,0.546
"Iogurte, natural","Iogurte, natural, Brasil",BRC0021G,97,regular|vegetarian,PENDING_MANUAL_REVIEW,"Iogurte, natural (média de diferentes amostras), Brasil",BRC0020G,1.0,"Iogurte, natural, desnatado, Brasil",BRC0022G,0.7125,"Iogurte, natural, desnatado, Brasil",BRC0023G,0.7125,"Iogurte, natural, c/ aveia, flocos",BRC0110G,0.60872,"Iogurte, integral, coco, Brasil",BRC0013G,0.50972
"Leite, vaca, integral, fluído","Leite, cabra, integral, fluído, Brasil",BRC0028G,93,regular|vegetarian,PENDING_MANUAL_REVIEW,"Leite, vaca, integral, fluído, pasteurizado, Brasil (média de diferentes amostras)",BRC0043G,0.8,"Leite, vaca, integral, em pó, Brasil",BRC0041G,0.75125,"Leite, vaca, integral, UHT (média de diferentes amostras), Brasil",BRC0044G,0.74143,"Leite, vaca, integral, orgânico, Brasil",BRC0045G,0.71815,"Leite, vaca, fluído, s/ lactose, integral",BRC0094N,0.70833
"Cenoura, s/ casca, crua","Cenoura, s/ casca, crua, Brasil",BRC0020B,92,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Pepino, c/ casca, cru, Brasil",BRC0030B,0.546,"Nabo, c/ casca, cru, Brasil",BRC0077B,0.53261,"Nêspera,  s/ casca,in natura, Brasil",BRC0067C,0.53077,"Caqui,  c/ casca,in natura, Brasil",BRC0012C,0.51667,"Berinjela, c/ casca, crua, Brasil",BRC0014B,0.50357
"Soja, tofu","Óleo, soja, frito",BRC0048D,92,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Tofu, soja, s/ sal, Brasil",BRC0056T,0.55,"Soja, farelo, Brasil",BRC0282T,0.48,"Molho, soja, shoyu (média de diferentes tipos), Brasil",BRC0189T,0.4205,"Óleo, soja, Brasil",BRC0030D,0.39444,"Óleo, soja, assado",BRC0053D,0.3765
"Pepino, c/ casca, cru","Pepino, c/ casca, cru, Brasil",BRC0030B,84,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Jiló, c/ casca, cru, Brasil",BRC0026B,0.55,"Nabo, c/ casca, cru, Brasil",BRC0077B,0.55,"Cenoura, s/ casca, crua, Brasil",BRC0020B,0.546,"Ameixa, c/ casca,in natura, Brasil",BRC0005C,0.51667,"Berinjela, c/ casca, crua, Brasil",BRC0014B,0.51667
"Queijo, muçarela, light","Queijo, minas, frescal, light, Brasil",BRC0037N,80,regular|vegetarian,PENDING_MANUAL_REVIEW,"Queijo, ricota, light, Brasil",BRC0075N,0.6375,"Queijo, requeijão, light, Brasil",BRC0040N,0.6343,"Queijo, minas, padrão, light, Brasil",BRC0039N,0.58652,"Queijo, muçarela (mussarela, muzarela, mozarela), light, Brasil",BRC0074N,0.555,"Crepe, c/ presunto, c/ queijo muçarela",BRC0438A,0.50353
"Abóbora, moranga, refogada (c/ óleo, cebolha e alho), c/ sal","Abóbora, moranga, refogada (c/ óleo, cebola e alho), c/ sal",BRC0151B,77,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Abóbora, moranga, refogada (c/ óleo, cebola e alho), s/ sal",BRC0101B,0.89421,"Acelga, refogada (c/ óleo, cebola e alho), c/ sal",BRC0202B,0.67267,"Acelga, refogada, (c/ óleo, cebola e alho), s/ sal",BRC0201B,0.67267,"Taioba, folha, refogada (c/ óleo, ceboha e alho), c/ sal",BRC0240B,0.67085,"Taioba, folha, refogada (c/ óleo, cebola e alho), s/ sal",BRC0239B,0.67085
"Quinoa, grão, cozida, s/ óleo, s/ sal","Quinoa, grão, cozida, s/ óleo, s/ sal (dado importado)",BRC0399A,77,vegan|vegetarian,PENDING_MANUAL_REVIEW,"Jaca, cozida, s/ óleo, s/ sal, Brasil",BRC0271C,0.64628,"Rúcula, cozida, s/ óleo, c/ sal, Brasil",BRC0952B,0.62908,"Vitela, cozida, s/ óleo, c/ sal",BRC0853F,0.62908,"Edamame, cozida, s/ óleo, c/ sal",BRC1000B,0.621,"Edamame, cozida, s/ óleo, s/ sal, Brasil",BRC0994B,0.621
"Soja, extrato, bebida, natural (média de diferentes amostras)","Soja, extrato, bebida (média de diferentes sabores), Brasil",BRC0042T,76,vegan,PENDING_MANUAL_REVIEW,"Soja, extrato, bebida, natural, Brasil",BRC0043T,1.0,"Soja, extrato, bebida (tipo iogurte), c/ açúcar, Brasil (média de diferentes amostras)",BRC0182T,0.63975,"Soja, extrato, c/ suco de morango, Brasil",BRC0047T,0.48846,"Soja, extrato, c/ suco de maçã, Brasil",BRC0044T,0.48673,"Soja, extrato, c/ suco de maracujá, Brasil",BRC0046T,0.48208
"Amendoim, torrado, c/ sal","Amendoim, torrado, c/ sal, Brasil",BRC0021T,75,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Amêndoa, torrada, c/ sal, Brasil",BRC0001U,0.56949,"Amendoim, grão, cru, Brasil",BRC0020T,0.5125,"Amêndoa, crua, s/ sal, Brasil",BRC0011U,0.50282,"Amendoim, caramelizado",BRC0192T,0.46128,"Barreado, c/ sal",BRC0922F,0.45625
Tahini (pasta de gergelim),Tahini (pasta de gergelim) (dado importado),BRC0023U,71,vegan,PENDING_MANUAL_REVIEW,"Gergelim, semente, crua, Brasil",BRC0016U,0.35034,"Missô, pasta de soja (média de diferentes tipos), Brasil",BRC0186T,0.32784,"Pasta de abacate, c/ sal",BRC1084B,0.32158,"Pasta de amendoim, integral",BRC0290T,0.315,"Missô, pasta de soja, shirô, Brasil",BRC0188T,0.30523
"Amendoim, grão, cru","Amendoim, grão, cru, Brasil",BRC0020T,69,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Amendoim, caramelizado",BRC0192T,0.53824,"Amendoim, torrado, c/ sal, Brasil",BRC0021T,0.5125,"Óleo, amendoim, Brasil",BRC0021D,0.48846,"Pasta de amendoim, integral",BRC0290T,0.47917,"Paçoca, amendoim",BRC0081K,0.46429
"Amêndoa, torrada, c/ sal","Amêndoa, torrada, c/ sal, Brasil",BRC0001U,68,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Amêndoa, crua, s/ sal, Brasil",BRC0011U,0.70333,"Amêndoa, torrada, caramelizada",BRC0018U,0.64628,"Amendoim, torrado, c/ sal, Brasil",BRC0021T,0.56949,"Noz, pecan, torrada, s/ sal",BRC0022U,0.565,"Caju, castanha, torrada, c/ sal, Brasil",BRC0002U,0.555
"Beterraba, s/ casca, crua","Beterraba, s/ casca, crua, Brasil",BRC0015B,68,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Nêspera,  s/ casca,in natura, Brasil",BRC0067C,0.54286,"Rabanete, c/ casca, cru, Brasil",BRC0079B,0.52931,"Berinjela, c/ casca, crua, Brasil",BRC0014B,0.51667,"Carambola, c/ casca,in natura, Brasil",BRC0055C,0.51667,"Cenoura, s/ casca, crua, Brasil",BRC0020B,0.50357
"Goiaba, inteira, in natura","Goiaba, branca, inteira, c/ casca,in natura, Brasil",BRC0015C,66,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Goiaba, inteira,in natura, Brasil (média diferentes amostras)",BRC0014C,1.0,"Goiaba, vermelha, inteira, c/ casca,in natura, Brasil (média diferentes amostras)",BRC0016C,0.58314,"Goiaba, doce, em pasta, Brasil",BRC0096C,0.43185,"Geleia, goiaba, Brasil",BRC0019K,0.39444,"Creme de goiaba, c/ iogurte integral, s/ açúcar",BRC0423N,0.361
"Coco, água","Bala, coco, caseira",BRC0218K,63,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Coco, água, industrializada, Brasil",BRC0174C,0.59118,"Coco, maduro, polpa,in natura, Brasil",BRC0013C,0.45096,"Biscoito, salgado, água, Brasil",BRC0056A,0.40583,"Flan, coco, em pó, Brasil",BRC0014R,0.3744,"Manjar, coco, em pó, Brasil",BRC0086R,0.35163
"Queijo, coalho","Queijo, coalho, Brasil",BRC0048G,62,regular|vegetarian,PENDING_MANUAL_REVIEW,"Queijo, ricota, Brasil",BRC0051G,0.57308,"Queijo, ricota, light, Brasil",BRC0075N,0.525,"Queijo, prato, Brasil (média de diferentes amostras)",BRC0064G,0.502,"Tapioca, c/ queijo coalho e muçarela",BRC0841B,0.49778,"Queijo, tilsit",BRC0071G,0.48846
"Tangerina, Ponkã, in natura","Tangerina, Ponkã,in natura, Brasil",BRC0032C,48,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Suco, tangerina, c/ açúcar",BRC0164C,0.44861,"Suco, tangerina, s/ açúcar",BRC0163C,0.44861,"Agrião, cru, Brasil",BRC0008B,0.31429,"Amora preta,in natura, Brasil",BRC0170C,0.25385,"Acerola, madura, polpa, Brasil",BRC0004C,0.25143
"Morango, in natura","Amora preta,in natura, Brasil",BRC0170C,47,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Morango,in natura, Brasil (média diferentes amostras)",BRC0029C,1.0,"Pavê, morango",BRC0139K,0.63026,"Geleia, morango, Brasil",BRC0021K,0.59167,"Gelatina, morango, em pó, Brasil",BRC0026R,0.44615,"Torta, sabor morango, Brasil",BRC0079K,0.44615
"Acelga, crua","Acelga, crua, Brasil",BRC0007B,46,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Salada, acelga, crua, s/ óleo, s/ sal",BRC0667B,0.34821,"Alface, lisa, crua, Brasil",BRC0061B,0.32353,"Salada, acelga, crua, c/ óleo de soja, c/ sal",BRC0664B,0.29,"Abacate, polpa,in natura, Brasil",BRC0001C,0.28947,"Agrião, cru, Brasil",BRC0008B,0.275
"Repolho, cru","Repolho, roxo, cru, Brasil",BRC0080B,46,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Repolho, branco, cru, Brasil",BRC0033B,0.59167,"Sopa, repolho, branco, c/ sal",BRC0258B,0.36917,"Sopa, repolho, branco, s/ sal",BRC0257B,0.36917,"Salada, repolho roxo cru, s/ óleo, s/ sal",BRC0631B,0.31,"Salada, repolho, branco, cru, s/ óleo, s/ sal",BRC0555B,0.29811
"Risoto de legumes, c/ arroz polido, c/ sal","Risoto de cogumelos, c/ arroz polido, c/ sal",BRC0626A,41,regular|vegan|vegetarian,PENDING_MANUAL_REVIEW,"Risoto de legumes, c/ arroz polido, c/ sal, Brasil",BRC0623A,1.0,"Arroz com legumes, c/ arroz polido, c/ sal",BRC0524A,0.84689,"Arroz com legumes, c/ arroz polido, s/ sal",BRC0525A,0.84689,"Risoto de salmão, c/ arroz polido, c/ sal]",BRC1109A,0.76885,"Risoto de frango, c/ arroz polido, c/ sal",BRC1151A,0.75082
